1,2.09,4.55,0.54,1178.64,1483.86,894.68
0,3.51,4.55,1.2,1323.18,1483.86,1146.32
1,2.08,4.15,0.65,1228.87,1473.67,894.68
0,3.46,4.8,1.54,1208.4,1445.82,849.76
1,2.08,4.55,0.54,1257.4,1445.82,1056.54
0,2.87,4.8,1.2,1158.72,1483.86,894.68
1,2.08,3.73,0.54,1269.38,1483.86,894.68
0,3.3,4.8,1.2,1177.4,1473.67,849.76
1,2.63,4.55,0.54,1242.2,1483.86,849.76
0,2.92,4.67,1.31,1188.41,1429.43,864.01
1,2.35,4.91,0.6,1236.33,1456.85,1028.26
0,2.8,4.0,1.2,1193.02,1456.85,1028.26
1,2.27,4.91,0.53,1174.25,1456.85,864.01
0,2.72,4.35,1.2,1184.87,1456.85,876.15
1,2.51,4.29,0.53,1152.44,1456.85,876.15
0,2.99,4.67,1.2,1131.78,1456.85,864.01
1,2.49,4.91,0.53,1144.61,1429.43,876.15
0,2.39,4.67,1.2,1157.6,1456.85,864.01
1,2.76,4.91,0.53,1217.71,1456.85,864.01
0,2.72,4.35,1.2,1218.39,1456.85,979.28
1,2.96,4.91,0.73,1194.64,1417.95,864.01
0,2.59,4.67,1.2,1201.18,1456.85,864.01
1,2.74,4.91,0.53,1148.12,1456.85,864.01
0,2.53,4.67,1.2,1190.16,1417.95,864.01
1,2.5,4.91,0.53,1179.69,1429.43,864.01
0,3.12,4.67,1.2,1089.62,1429.43,864.01
1,2.37,3.96,0.53,1232.1,1456.85,979.28
0,2.87,4.67,1.29,1144.42,1429.43,864.01
1,2.7,4.91,1.2,1236.88,1456.85,979.28
0,3.26,4.67,1.2,1099.82,1417.95,864.01
1,2.26,4.29,0.53,1157.64,1429.43,864.01
0,2.67,4.35,1.2,1250.84,1456.85,979.28
1,2.77,4.91,0.6,1134.6,1456.85,979.28
0,2.89,4.67,1.2,1168.5,1456.85,864.01
1,2.03,4.29,0.6,1160.38,1456.85,864.01
0,2.52,4.35,1.29,1206.94,1456.85,979.28
1,2.89,4.91,0.53,1188.33,1456.85,864.01
0,2.58,4.67,1.2,1188.95,1456.85,864.01
1,2.57,4.29,0.53,1154.02,1429.43,864.01
0,2.58,4.67,1.2,1183.5,1456.85,864.01
1,2.89,4.91,0.53,1184.3,1429.43,864.01
0,2.75,4.67,1.29,1153.24,1456.85,864.01
1,2.29,4.91,0.53,1120.63,1227.11,876.15
0,2.95,4.67,1.2,1269.65,1429.43,876.15
1,2.73,4.91,0.73,1099.08,1300.12,876.15
0,2.32,4.67,1.2,1187.36,1456.85,864.01
1,2.71,4.91,0.53,1118.71,1456.85,864.01
0,2.45,3.95,1.2,1209.13,1456.85,876.15
1,2.8,4.91,0.53,1160.25,1456.85,864.01
0,2.92,4.67,1.2,1177.25,1429.43,864.01
1,2.61,4.91,0.6,1116.16,1456.85,864.01
0,3.08,4.67,1.2,1088.51,1417.95,864.01
1,2.39,4.91,0.53,1177.61,1417.95,864.01
0,2.51,4.67,1.2,1254.94,1456.85,864.01
1,2.27,4.29,0.53,1231.69,1456.85,979.28
0,3.0,4.67,1.2,1110.38,1429.43,864.01
1,2.91,4.91,0.53,1062.13,1429.43,864.01
0,3.4,4.85,1.14,1129.09,1465.34,824.17
1,2.38,4.56,0.96,1124.0,1376.13,824.17
0,3.21,4.85,1.14,1162.46,1376.13,835.12
1,2.1,4.36,0.96,1090.96,1370.6,835.12
0,3.56,4.94,1.14,1136.14,1491.12,824.17
1,2.3,4.56,0.96,1260.91,1465.34,824.17
0,3.7,4.94,1.95,1190.09,1491.12,835.12
1,1.96,2.94,1.14,1162.72,1491.12,835.12
0,3.43,4.94,1.95,1169.91,1491.12,835.12
1,2.52,4.56,0.96,1179.42,1491.12,824.17
0,3.42,4.94,1.14,1107.67,1491.12,835.12
1,2.24,4.56,0.96,1269.36,1491.12,845.91
0,3.5,4.94,1.14,1145.32,1465.34,824.17
1,1.95,4.13,0.96,1182.35,1491.12,835.12
0,3.33,4.85,1.14,1179.37,1491.12,824.17
1,2.22,4.36,0.96,1208.64,1491.12,824.17
0,3.95,4.94,2.86,1364.74,1491.12,887.59
1,2.76,4.56,0.96,1130.57,1450.69,845.91
0,2.91,4.94,1.14,1003.5,1376.13,824.17
1,2.12,4.56,0.96,1156.88,1491.12,835.12
0,3.8,4.94,1.14,1224.74,1491.12,824.17
1,1.89,4.36,1.14,1105.17,1491.12,824.17
0,3.5,4.94,1.14,1157.95,1491.12,845.91
1,2.41,4.56,0.96,1140.41,1491.12,835.12
0,3.36,4.94,1.14,1177.57,1491.12,824.17
1,2.2,4.56,0.96,1120.68,1465.34,824.17
0,3.37,4.85,1.14,1225.81,1491.12,824.17
1,2.73,4.56,1.14,1071.71,1370.6,824.17
0,3.43,4.85,1.14,1166.02,1491.12,824.17
1,2.28,4.56,0.96,1172.39,1491.12,824.17
0,3.47,4.94,1.95,1146.06,1491.12,835.12
1,2.42,4.56,1.16,1127.78,1491.12,824.17
0,3.16,4.94,1.14,1140.45,1450.69,824.17
1,2.12,4.56,1.14,1165.82,1465.34,835.12
0,3.74,4.94,1.14,1217.68,1491.12,824.17
1,2.22,4.56,0.96,1131.13,1429.55,824.17
0,3.58,4.94,1.95,1203.95,1465.34,835.12
1,2.33,4.56,0.96,1076.65,1465.34,824.17
0,3.61,4.94,1.95,1130.58,1376.13,835.12
1,2.43,4.56,0.96,1232.08,1465.34,835.12
0,3.73,4.94,1.14,1195.67,1491.12,824.17
1,2.26,4.36,0.96,1090.44,1450.69,824.17
0,3.67,4.94,1.14,1173.88,1491.12,824.17
1,2.13,4.36,0.96,1178.23,1491.12,824.17
0,2.89,4.39,1.14,1069.52,1450.69,824.17
1,2.27,4.56,0.96,1135.76,1491.12,824.17
0,3.65,4.85,1.14,1222.25,1491.12,835.12
1,2.72,4.56,0.96,1190.2,1491.12,835.12
0,2.62,4.42,1.2,1063.59,1461.56,816.41
1,2.01,4.89,0.71,1071.86,1428.71,832.14
0,3.2,4.67,1.36,1190.49,1461.56,861.72
1,2.53,4.89,0.71,1070.11,1461.56,816.41
0,3.38,4.67,1.2,1147.81,1461.56,877.67
1,2.15,4.89,0.71,1162.61,1461.56,832.14
0,2.29,4.42,1.2,1226.79,1461.56,816.41
1,2.4,4.5,0.99,1071.56,1461.56,816.41
0,2.88,4.67,1.24,1076.89,1461.56,816.41
1,2.41,4.89,0.71,1033.57,1441.49,816.41
0,3.26,4.67,1.2,1130.22,1461.56,816.41
1,2.64,4.89,0.71,1136.17,1441.49,816.41
0,3.24,4.67,1.2,1163.02,1461.56,832.14
1,2.28,4.89,0.71,1044.55,1428.71,816.41
0,2.96,4.67,1.2,1060.59,1441.49,816.41
1,2.65,4.89,0.71,1199.79,1461.56,832.14
0,2.59,4.67,1.2,1062.71,1461.56,832.14
1,2.54,4.89,1.5,1261.1,1461.56,993.37
0,3.28,4.67,1.2,1115.79,1461.56,816.41
1,2.33,4.89,0.71,1065.35,1428.71,832.14
0,2.82,4.57,1.2,1126.97,1428.71,816.41
1,2.3,4.89,0.71,1090.5,1441.49,816.41
0,3.09,4.67,1.2,1094.78,1461.56,816.41
1,2.5,4.89,0.71,1052.36,1414.14,816.41
0,2.72,4.67,1.2,1110.0,1428.71,832.14
1,2.22,4.89,0.99,1153.29,1441.49,877.67
0,2.4,4.22,1.2,1077.36,1441.49,861.72
1,2.43,4.89,1.5,1194.34,1441.49,816.41
0,2.96,4.67,1.24,1051.3,1441.49,832.14
1,2.48,4.89,0.71,1235.19,1461.56,832.14
0,2.77,4.67,1.2,1286.93,1441.49,1044.3
1,2.31,4.5,0.71,1043.32,1441.49,816.41
0,2.65,4.42,1.2,1110.3,1461.56,861.72
1,2.25,4.5,0.71,1121.32,1461.56,816.41
0,2.87,4.67,1.24,1148.54,1461.56,816.41
1,2.62,4.89,0.71,1092.55,1441.49,861.72
0,2.92,4.67,1.2,1062.19,1461.56,816.41
1,2.16,4.89,0.71,1148.78,1441.49,832.14
0,3.33,4.67,1.24,1124.97,1461.56,832.14
1,2.74,4.89,0.71,1154.11,1461.56,832.14
0,2.94,4.67,1.2,1052.88,1414.14,816.41
1,2.46,4.89,0.99,1122.23,1414.14,816.41
0,2.79,4.57,1.2,1205.92,1461.56,816.41
1,2.62,4.89,0.71,1040.71,1428.71,816.41
0,2.63,4.67,1.2,1017.87,1441.49,832.14
1,2.51,4.89,0.99,1190.85,1461.56,966.5
0,2.89,4.57,1.2,1113.0,1428.71,832.14
1,2.17,4.5,0.71,1135.24,1461.56,832.14
0,3.1,4.39,1.33,1183.97,1447.95,922.26
1,2.68,4.82,0.88,1271.32,1475.53,1027.63
0,3.08,4.56,1.33,1166.93,1497.27,922.26
1,2.18,3.81,0.62,1334.41,1497.27,1150.43
0,2.9,4.56,1.89,1375.26,1497.27,1103.84
1,2.43,4.82,0.88,1228.93,1497.27,922.26
0,3.24,4.56,1.33,1188.87,1475.53,922.26
1,2.29,4.82,0.62,1218.92,1497.27,922.26
0,2.76,4.39,1.33,1191.99,1497.27,922.26
1,2.41,3.81,0.62,1254.93,1497.27,922.26
0,2.64,4.26,1.33,1153.18,1468.85,922.26
1,2.38,4.82,0.62,1268.06,1497.27,1021.33
0,3.31,4.56,1.57,1265.83,1497.27,1021.33
1,2.2,4.82,0.62,1222.09,1468.85,1021.33
0,3.1,4.56,1.33,1240.61,1497.27,1021.33
1,2.55,4.82,0.62,1288.01,1497.27,1056.15
0,3.25,4.56,1.57,1292.34,1475.53,1056.15
1,2.41,4.82,0.62,1150.11,1404.71,922.26
0,2.63,4.39,1.33,1218.06,1468.85,922.26
1,2.75,4.82,0.62,1244.33,1497.27,922.26
0,2.91,4.56,1.33,1253.73,1497.27,1027.63
1,2.69,4.82,0.62,1202.32,1497.27,1021.33
0,3.0,4.56,1.33,1169.81,1475.53,922.26
1,2.56,4.82,0.88,1264.79,1497.27,1021.33
0,2.72,3.62,1.33,1301.72,1497.27,1027.63
1,2.29,4.82,0.62,1203.45,1497.27,922.26
0,3.0,4.39,1.33,1235.75,1468.85,922.26
1,2.36,4.82,0.62,1187.68,1475.53,922.26
0,3.14,4.56,1.33,1243.03,1497.27,922.26
1,2.17,3.81,0.62,1261.8,1497.27,922.26
0,2.92,4.56,1.33,1237.64,1497.27,922.26
1,2.75,4.82,0.62,1249.64,1497.27,1027.63
0,2.69,4.56,1.57,1307.95,1497.27,1160.87
1,2.38,4.82,0.88,1191.19,1497.27,922.26
0,2.8,4.56,1.33,1216.36,1497.27,922.26
1,2.58,4.82,0.88,1240.52,1475.53,922.26
0,3.0,4.56,1.33,1204.61,1404.71,1021.33
1,2.26,3.76,0.62,1190.62,1468.85,922.26
0,3.13,4.56,1.33,1288.78,1497.27,922.26
1,2.04,4.82,0.88,1179.78,1468.85,922.26
0,2.73,4.56,1.57,1315.92,1475.53,1160.87
1,2.24,4.82,0.62,1193.32,1497.27,922.26
0,3.34,4.56,2.11,1242.15,1303.03,1103.84
1,2.66,4.82,0.88,1260.26,1497.27,1150.43
0,2.87,4.56,1.33,1245.97,1475.53,922.26
1,2.49,4.82,0.62,1210.85,1475.53,1056.15
0,2.92,4.26,1.33,1174.78,1497.27,922.26
1,2.1,3.81,0.62,1374.84,1497.27,1103.84
0,3.05,4.46,1.04,1095.15,1486.17,814.56
1,3.22,4.68,0.83,1185.1,1486.17,814.56
0,3.32,4.45,1.04,1097.02,1343.18,801.02
1,3.21,4.68,0.92,1026.97,1343.18,801.02
0,3.26,4.46,1.14,1115.78,1486.17,801.02
1,3.39,4.68,0.83,1106.12,1486.17,801.02
0,3.69,4.45,1.98,1149.71,1486.17,885.8
1,3.07,4.55,0.83,1118.65,1343.18,801.02
0,2.95,4.45,1.04,1087.24,1486.17,801.02
1,2.36,4.27,0.83,1164.07,1343.18,1054.49
0,3.38,4.46,1.04,1166.61,1486.17,814.56
1,3.32,4.68,0.92,1141.92,1486.17,814.56
0,3.28,4.45,1.14,1122.92,1343.18,801.02
1,2.93,4.68,0.83,1180.29,1486.17,818.41
0,3.21,4.46,1.04,1135.3,1486.17,818.41
1,3.32,4.68,0.83,1058.15,1486.17,801.02
0,3.65,4.46,1.04,1133.34,1486.17,814.56
1,3.04,4.68,0.92,1072.7,1486.17,801.02
0,2.96,4.45,1.04,1114.32,1486.17,801.02
1,2.64,4.51,0.83,1074.36,1283.13,814.56
0,2.67,4.46,1.04,1025.63,1283.13,801.02
1,2.69,4.68,0.83,1177.8,1486.17,814.56
0,2.9,4.45,1.04,1063.83,1486.17,814.56
1,3.0,4.55,0.83,1101.87,1283.13,818.41
0,3.37,4.46,1.14,1114.64,1486.17,801.02
1,2.89,4.68,0.83,1091.04,1486.17,801.02
0,3.12,4.46,1.04,1149.02,1486.17,814.56
1,3.18,4.68,0.83,1112.05,1486.17,814.56
0,3.46,4.45,1.14,1184.36,1486.17,801.02
1,3.13,4.68,0.83,1083.76,1486.17,814.56
0,3.39,4.46,1.04,1121.72,1283.13,801.02
1,3.11,4.68,0.83,1165.4,1343.18,801.02
0,3.48,4.46,1.04,1197.66,1486.17,801.02
1,2.69,4.55,0.83,1126.46,1343.18,801.02
0,3.0,4.46,1.04,1009.9,1283.13,801.02
1,3.32,4.68,0.92,1098.01,1343.18,801.02
0,3.24,4.4,1.98,1235.62,1486.17,818.41
1,2.91,4.68,0.83,1124.95,1486.17,801.02
0,3.04,4.46,1.04,1061.28,1343.18,801.02
1,2.97,4.68,0.92,1142.68,1486.17,814.56
0,3.41,4.45,1.14,1118.09,1280.29,885.8
1,3.61,4.68,0.92,1083.71,1280.29,814.56
0,3.1,4.46,1.04,1185.06,1343.18,818.41
1,3.02,4.68,0.92,1161.21,1343.18,818.41
0,3.27,4.46,1.04,1020.45,1486.17,801.02
1,3.22,4.68,0.83,1144.56,1486.17,801.02
0,3.17,4.46,1.04,1162.77,1486.17,814.56
1,2.79,4.55,0.83,1089.34,1343.18,801.02
0,3.21,4.59,1.19,1051.76,1363.37,800.83
1,2.81,4.97,0.96,1067.43,1363.37,800.83
0,3.13,4.59,1.19,1059.4,1363.37,800.83
1,2.28,4.77,0.96,1131.13,1347.5,823.52
0,3.03,4.39,2.36,1076.32,1363.37,800.83
1,2.55,4.97,0.96,1073.6,1363.37,800.83
0,2.9,4.59,1.45,1139.46,1341.11,866.01
1,2.7,4.97,1.75,1177.53,1363.37,992.48
0,3.29,4.59,1.19,1106.95,1363.37,866.01
1,2.75,4.97,0.96,1067.22,1363.37,800.83
0,3.04,4.59,1.19,1038.19,1363.37,823.52
1,2.63,4.97,0.96,1036.22,1363.37,800.83
0,3.14,4.59,1.19,1036.7,1347.5,800.83
1,2.45,4.97,1.17,1094.69,1363.37,800.83
0,2.61,4.41,1.19,1111.62,1363.37,823.52
1,2.75,4.97,1.17,1021.94,1289.87,833.23
0,3.06,4.59,1.19,1024.28,1363.37,800.83
1,2.1,4.04,0.96,1147.96,1363.37,866.01
0,2.85,4.59,1.19,1068.38,1363.37,800.83
1,2.54,4.97,0.96,1067.44,1363.37,800.83
0,3.06,4.59,1.45,1112.11,1347.5,800.83
1,3.01,4.97,0.96,1148.75,1363.37,833.23
0,3.07,4.59,1.19,1134.48,1363.37,833.23
1,2.84,4.97,1.17,1071.69,1363.37,800.83
0,3.04,4.41,1.45,1110.86,1347.5,800.83
1,2.16,4.77,0.96,1158.8,1347.5,800.83
0,3.18,4.39,1.19,1063.85,1363.37,800.83
1,3.11,4.97,1.17,1097.96,1347.5,800.83
0,3.18,4.41,1.45,1089.67,1341.11,800.83
1,2.39,4.77,0.96,1060.5,1341.11,800.83
0,3.19,4.59,1.19,1086.25,1363.37,800.83
1,2.37,4.97,0.96,1206.58,1363.37,800.83
0,3.13,4.59,1.45,961.85,1347.5,800.83
1,2.96,4.97,1.32,1154.78,1347.5,866.01
0,3.3,4.59,1.19,1165.38,1363.37,833.23
1,2.61,4.77,0.96,1042.88,1363.37,800.83
0,2.88,4.59,1.19,1091.02,1363.37,823.52
1,2.45,4.97,0.96,1148.74,1363.37,823.52
0,3.02,4.59,1.19,1098.29,1363.37,800.83
1,2.67,4.97,0.96,1076.38,1363.37,823.52
0,3.15,4.59,1.19,1102.42,1363.37,800.83
1,2.83,4.26,1.17,1069.8,1347.5,866.01
0,2.93,4.59,1.19,1107.68,1347.5,800.83
1,2.76,4.97,0.96,963.9,1347.5,800.83
0,2.94,4.59,1.19,1059.72,1363.37,823.52
1,2.52,4.97,1.17,1130.46,1347.5,866.01
0,3.01,4.32,1.45,1074.49,1347.5,866.01
1,2.57,4.97,0.96,1073.23,1347.5,800.83
0,3.37,4.94,1.08,1151.44,1459.72,984.62
1,2.26,4.31,0.75,1239.06,1459.72,984.62
0,2.77,3.97,1.04,1184.96,1312.15,964.8
1,2.76,4.31,0.75,1166.36,1494.48,964.8
0,2.31,4.94,1.04,1197.0,1459.72,984.62
1,2.61,4.31,0.75,1278.21,1459.72,984.62
0,2.91,4.94,1.08,1126.82,1494.48,964.8
1,2.37,4.31,0.83,1228.53,1459.72,964.8
0,2.72,4.94,1.04,1195.86,1459.72,1054.23
1,2.65,4.31,0.75,1101.67,1459.72,964.8
0,2.51,4.41,1.04,1186.75,1494.48,964.8
1,2.53,3.89,0.83,1246.94,1494.48,1054.23
0,3.04,4.94,1.04,1235.18,1494.48,964.8
1,2.23,4.31,0.75,1205.51,1494.48,964.8
0,2.66,4.41,1.04,1269.29,1494.48,1054.23
1,2.55,4.31,0.75,1273.1,1494.48,1056.26
0,3.29,4.94,1.08,1249.23,1459.72,984.62
1,2.48,4.28,0.75,1163.12,1385.98,984.62
0,2.43,4.94,1.04,1241.07,1494.48,964.8
1,2.38,4.31,0.75,1135.34,1459.72,964.8
0,2.68,4.94,1.04,1257.26,1494.48,984.62
1,2.64,4.31,1.33,1216.22,1459.72,1054.23
0,3.19,3.97,1.04,1231.93,1494.48,1054.23
1,2.48,4.31,0.75,1258.17,1494.48,964.8
0,2.97,4.94,1.04,1215.82,1494.48,964.8
1,2.58,4.31,0.75,1158.37,1494.48,964.8
0,2.83,4.94,1.04,1188.8,1494.48,964.8
1,2.21,3.89,0.83,1250.96,1494.48,1054.23
0,3.36,4.94,1.31,1111.89,1361.13,964.8
1,2.73,4.31,0.83,1212.45,1494.48,964.8
0,2.77,4.94,1.04,1289.02,1494.48,964.8
1,2.59,4.31,0.75,1261.71,1494.48,964.8
0,2.78,4.94,1.04,1210.44,1494.48,984.62
1,2.84,4.31,0.75,1193.89,1494.48,964.8
0,2.93,4.94,1.04,1206.37,1494.48,964.8
1,2.15,4.28,0.75,1190.94,1494.48,984.62
0,3.08,4.41,1.04,1252.27,1494.48,1054.23
1,2.43,4.31,0.83,1235.38,1494.48,964.8
0,3.12,4.94,1.04,1232.56,1494.48,964.8
1,2.26,4.31,0.75,1195.54,1494.48,964.8
0,3.5,4.41,1.31,1283.27,1459.72,964.8
1,2.57,4.31,0.75,1202.99,1494.48,964.8
0,3.11,4.41,1.04,1246.08,1459.72,964.8
1,2.62,4.31,0.75,1187.83,1418.53,964.8
0,3.04,4.94,1.29,1180.33,1459.72,984.62
1,2.54,4.31,0.75,1230.0,1494.48,984.62
0,2.95,4.94,1.04,1225.16,1494.48,1054.23
1,2.24,4.28,0.75,1285.4,1494.48,984.62
0,2.6,4.77,1.06,1216.31,1497.36,1092.64
1,2.88,4.64,0.63,1130.89,1497.36,888.73
0,2.36,4.77,1.06,1203.9,1497.36,893.12
1,2.99,4.87,0.63,1105.13,1428.87,812.03
0,2.4,4.77,1.35,1142.43,1406.35,812.03
1,3.38,4.87,1.57,1111.11,1428.87,812.03
0,2.96,4.77,1.35,1076.56,1428.87,888.73
1,2.99,4.87,1.32,1148.85,1497.36,812.03
0,2.13,4.15,1.06,1138.34,1497.36,812.03
1,2.87,4.87,0.63,1149.46,1428.87,812.03
0,2.37,4.15,1.06,1206.48,1497.36,812.03
1,2.91,4.87,0.63,1210.33,1497.36,1040.43
0,2.66,4.77,1.35,1179.33,1497.36,888.73
1,3.12,4.87,1.32,1199.28,1497.36,888.73
0,2.36,3.57,1.06,1162.0,1497.36,812.03
1,3.25,4.87,0.63,1144.55,1497.36,812.03
0,2.6,4.77,1.06,1130.54,1497.36,812.03
1,2.85,4.87,0.63,1212.68,1497.36,893.12
0,2.81,4.77,1.35,1151.96,1497.36,812.03
1,2.76,4.42,0.63,1140.63,1497.36,812.03
0,2.43,3.74,1.06,1174.09,1497.36,893.12
1,2.91,4.87,0.63,1123.76,1428.87,812.03
0,2.1,4.15,1.06,1252.53,1497.36,888.73
1,3.05,4.87,0.63,1069.64,1497.36,812.03
0,2.88,4.77,1.06,1139.27,1497.36,812.03
1,2.82,4.87,0.63,1124.4,1497.36,812.03
0,2.94,4.77,1.06,1072.69,1306.09,812.03
1,2.98,4.87,0.63,1177.66,1428.87,812.03
0,2.34,4.77,1.06,1173.31,1497.36,888.73
1,2.78,4.87,0.63,1149.72,1497.36,893.12
0,2.44,4.15,1.06,1146.46,1497.36,812.03
1,2.95,4.87,0.63,1183.85,1497.36,812.03
0,2.98,4.77,1.06,1089.64,1428.87,812.03
1,2.04,4.1,0.63,1156.75,1428.87,1040.43
0,2.51,4.77,1.06,1108.96,1497.36,812.03
1,2.87,4.87,0.63,1139.76,1497.36,812.03
0,2.53,4.77,1.06,1195.32,1497.36,812.03
1,3.15,4.87,0.63,1174.38,1497.36,812.03
0,2.47,4.15,1.35,1121.04,1306.09,888.73
1,3.25,4.64,1.57,1163.23,1497.36,893.12
0,2.04,3.74,1.06,1152.08,1497.36,888.73
1,2.86,4.87,0.63,1190.47,1497.36,812.03
0,2.76,4.77,1.35,1078.45,1428.87,812.03
1,3.12,4.87,1.57,1156.71,1428.87,888.73
0,2.66,4.77,1.06,1169.98,1497.36,893.12
1,3.21,4.87,0.63,1176.11,1497.36,893.12
0,1.95,4.15,1.06,1162.89,1497.36,812.03
1,3.28,4.87,1.32,1155.68,1428.87,893.12
0,3.06,4.63,1.15,1129.04,1475.63,850.46
1,2.8,4.8,0.75,1139.28,1475.63,850.46
0,2.94,4.63,1.22,1179.32,1475.63,850.46
1,3.2,4.58,1.13,1128.07,1410.57,853.11
0,2.72,4.63,1.15,1207.55,1467.89,853.11
1,3.02,4.8,0.75,1200.05,1475.63,850.46
0,2.94,4.63,1.22,1141.39,1463.62,850.46
1,3.4,4.8,0.75,1188.74,1463.62,997.82
0,2.74,4.6,1.15,1034.57,1410.57,878.68
1,2.82,4.8,0.75,1229.07,1475.63,853.11
0,2.76,4.63,1.15,1154.09,1475.63,850.46
1,3.75,4.8,1.71,1261.81,1475.63,1116.5
0,2.89,4.63,1.15,1162.96,1475.63,850.46
1,3.12,4.8,0.75,1080.48,1475.63,850.46
0,3.12,4.63,1.15,1144.47,1475.63,853.11
1,3.36,4.58,0.75,1167.06,1467.89,910.87
0,3.03,4.63,1.15,1216.62,1475.63,997.82
1,3.18,4.8,0.75,1065.23,1475.63,850.46
0,2.4,4.63,1.15,1163.6,1475.63,850.46
1,3.44,4.8,1.13,1115.82,1475.63,850.46
0,2.5,4.6,1.15,1175.01,1475.63,878.68
1,2.92,4.8,0.75,1282.5,1475.63,878.68
0,3.36,4.63,1.22,1097.39,1467.89,850.46
1,3.48,4.58,1.71,1062.62,1410.57,853.11
0,3.11,4.49,1.22,980.88,1381.78,850.46
1,2.9,4.8,0.75,1212.92,1467.89,910.87
0,2.81,4.63,1.22,1268.21,1475.63,910.87
1,3.43,4.8,1.13,1162.55,1475.63,853.11
0,3.12,4.63,1.15,1160.87,1467.89,850.46
1,3.31,4.8,1.13,1137.16,1475.63,850.46
0,3.15,4.63,1.15,1142.94,1463.62,850.46
1,3.34,4.8,0.75,1119.14,1475.63,850.46
0,2.72,4.6,1.15,1125.19,1475.63,850.46
1,3.06,4.57,0.75,1120.87,1475.63,850.46
0,2.8,4.63,1.15,1227.54,1475.63,853.11
1,3.1,4.58,0.75,1124.3,1467.89,853.11
0,2.77,4.63,1.15,1096.65,1475.63,850.46
1,3.79,4.8,2.45,1039.72,1410.57,850.46
0,2.82,4.63,1.15,1254.31,1475.63,910.87
1,2.84,4.58,0.75,1197.98,1475.63,910.87
0,2.97,4.6,1.15,1144.73,1467.89,853.11
1,2.97,4.8,0.75,1168.96,1467.89,878.68
0,3.0,4.63,1.22,1103.1,1467.89,850.46
1,3.05,4.8,1.13,1238.68,1475.63,910.87
0,2.73,4.6,1.22,1105.33,1381.78,853.11
1,3.25,4.8,0.75,1046.73,1463.62,850.46
0,2.68,4.63,1.15,1192.84,1475.63,997.82
1,3.23,4.8,0.75,1128.21,1467.89,850.46
0,3.27,4.77,2.17,1176.93,1475.82,931.27
1,3.06,4.4,1.26,1181.73,1475.82,905.56
0,3.58,4.77,2.43,1244.83,1456.42,931.27
1,3.29,4.95,0.79,1074.59,1475.82,809.77
0,3.28,4.75,2.17,1145.31,1475.82,905.56
1,2.69,4.95,0.79,984.57,1171.61,816.54
0,3.74,4.77,2.43,1110.34,1391.5,809.77
1,3.27,4.95,0.79,1113.91,1475.82,809.77
0,3.32,4.77,2.17,1152.57,1475.82,905.56
1,2.91,4.95,1.26,1154.58,1475.82,809.77
0,3.37,4.77,2.43,1130.48,1456.42,809.77
1,3.4,4.95,1.52,1140.68,1475.82,816.54
0,3.33,4.75,2.17,1092.35,1475.82,809.77
1,3.47,4.95,0.79,1190.43,1475.82,905.56
0,3.42,4.77,2.17,1083.44,1475.82,816.54
1,2.75,4.95,0.79,1086.58,1456.42,809.77
0,3.54,4.77,2.46,1158.07,1391.5,816.54
1,3.76,4.95,1.52,1086.56,1475.82,816.54
